"sampleID","peak_or_trough","CI_start_ID","CI_end_ID","CI_width"
"7179",1,534,718,0.185
"7183",0,0,0,0
"7187",1,566,881,0.316
"7191",0,0,0,0
"7195",1,373,758,0.386
"7199",0,0,0,0
"7203",1,457,959,0.503
"7207",0,0,0,0
"7211",0,0,0,0
"7215",1,401,667,0.267
"7219",1,390,705,0.316
"7223",0,0,0,0
"7227",1,533,772,0.24
"7227",-1,926,971,0.046
"7231",0,0,0,0
"7235",0,0,0,0
"7239",1,436,804,0.369
"7243",1,617,754,0.138
"7247",0,0,0,0
"7251",1,532,805,0.274
"7255",1,422,683,0.262
"7259",0,0,0,0
"7263",1,436,721,0.286
"7267",1,604,924,0.321
"7271",1,581,957,0.377
"7275",-1,37,97,0.061
"7275",1,182,235,0.054
"7275",-1,306,378,0.073
"7275",1,564,704,0.141
"7279",0,0,0,0
"7283",0,0,0,0
"7287",0,0,0,0
"7291",1,449,828,0.38
"7295",1,489,745,0.257
"7299",0,0,0,0
"7303",-1,98,164,0.067
"7303",1,534,745,0.212
"7307",0,0,0,0
"7311",1,462,869,0.408
"7315",1,443,698,0.256
"7319",1,377,598,0.222
"7323",1,438,685,0.248
"7327",1,432,738,0.307
"7331",1,581,792,0.212
"7335",0,0,0,0
"7339",1,477,767,0.291
"7343",0,0,0,0
"7347",1,462,735,0.274
"7351",1,502,810,0.309
"7351",-1,920,973,0.054
"7355",0,0,0,0
"7359",1,352,633,0.282
"7363",0,0,0,0
"7367",0,0,0,0
"7371",0,0,0,0
"7375",1,548,895,0.348
"7379",1,396,967,0.572
"7383",0,0,0,0
"7387",0,0,0,0
"7391",1,488,683,0.196
"7395",1,452,790,0.339
"7399",0,0,0,0
"7403",0,0,0,0
"7407",1,457,806,0.35
"7407",-1,901,970,0.07
"7411",1,559,705,0.147
"7415",1,486,728,0.243
"7419",0,0,0,0
"7423",1,365,680,0.316
"7427",1,425,743,0.319
"7431",0,0,0,0
"7435",0,0,0,0
"7439",1,511,712,0.202
"7443",1,518,701,0.184
"7447",1,425,788,0.364
"7451",0,0,0,0
"7455",0,0,0,0
"7459",0,0,0,0
"7463",1,569,644,0.076
"7467",1,313,579,0.267
"7471",1,480,752,0.273
"7475",0,0,0,0
"7479",0,0,0,0
"7483",1,552,759,0.208
"7487",0,0,0,0
"7491",0,0,0,0
"7495",0,0,0,0
"7499",1,414,741,0.328
"7503",1,559,683,0.125
"7503",-1,867,950,0.084
"7507",0,0,0,0
"7511",1,409,697,0.289
"7515",0,0,0,0
"7519",0,0,0,0
"7523",0,0,0,0
"7527",1,436,765,0.33
"7531",1,561,696,0.136
"7535",1,469,694,0.226
"7539",1,508,740,0.233
"7539",-1,826,967,0.142
"7543",1,591,829,0.239
"7547",0,0,0,0
"7551",1,476,866,0.391
"7551",-1,920,972,0.053
"7555",0,0,0,0
"7559",0,0,0,0
"7563",0,0,0,0
"7567",0,0,0,0
"7571",1,536,785,0.25
"7575",0,0,0,0
"7579",0,0,0,0
"7583",1,512,806,0.295
"7587",0,0,0,0
"7591",0,0,0,0
"7595",1,458,874,0.417
"7599",-1,38,285,0.248
"7599",1,303,765,0.463
"7603",1,580,865,0.286
"7607",1,439,806,0.368
"7611",1,393,735,0.343
"7615",-1,76,270,0.195
"7615",1,469,687,0.219
"7619",1,446,806,0.361
"7623",1,358,929,0.572
"7627",0,0,0,0
"7631",0,0,0,0
"7635",0,0,0,0
"7639",1,449,795,0.347
"7643",1,488,765,0.278
"7647",1,579,864,0.286
"7651",0,0,0,0
"7655",1,367,957,0.591
"7659",0,0,0,0
"7663",0,0,0,0
"7667",-1,192,288,0.097
"7667",1,463,761,0.299
"7671",0,0,0,0
"7675",1,481,703,0.223
"7679",0,0,0,0
"7683",0,0,0,0
"7687",1,257,786,0.53
"7691",1,414,712,0.299
"7695",0,0,0,0
"7699",0,0,0,0
"7703",1,446,677,0.232
"7707",0,0,0,0
"7711",1,561,864,0.304
"7715",0,0,0,0
"7719",0,0,0,0
"7723",1,433,646,0.214
"7727",0,0,0,0
"7731",0,0,0,0
"7735",0,0,0,0
"7739",1,538,808,0.271
"7743",1,247,316,0.07
"7743",-1,363,459,0.097
"7743",1,476,537,0.062
"7743",-1,601,640,0.04
"7743",1,736,761,0.026
"7743",-1,853,898,0.046
"7743",1,912,970,0.059
"7747",1,441,750,0.31
"7751",1,395,739,0.345
"7755",1,517,742,0.226
"7759",1,433,750,0.318
"7763",0,0,0,0
"7767",0,0,0,0
"7771",0,0,0,0
"7775",0,0,0,0
"7779",1,428,771,0.344
"7783",0,0,0,0
"7787",1,444,799,0.356
"7791",1,498,809,0.312
"7795",0,0,0,0
"7799",1,472,752,0.281
"7803",1,454,770,0.317
"7807",0,0,0,0
"7811",0,0,0,0
"7815",0,0,0,0
"7819",1,384,703,0.32
"7823",0,0,0,0
"7827",0,0,0,0
"7831",0,0,0,0
"7835",0,0,0,0
"7839",1,513,848,0.336
"7843",-1,29,175,0.147
"7843",1,379,617,0.239
"7847",0,0,0,0
"7851",1,509,628,0.12
"7855",1,496,720,0.225
"7859",0,0,0,0
"7863",0,0,0,0
"7867",1,441,725,0.285
"7871",0,0,0,0
"7875",0,0,0,0
"7879",0,0,0,0
"7883",1,485,806,0.322
"7887",0,0,0,0
"7891",1,469,731,0.263
"7895",1,232,766,0.535
"7899",1,467,704,0.238
"7903",1,551,801,0.251
"7907",1,369,686,0.318
"7911",0,0,0,0
"7915",1,469,710,0.242
"7919",1,473,764,0.292
"7923",0,0,0,0
"7927",0,0,0,0
"7931",0,0,0,0
"7935",-1,29,64,0.036
"7935",1,466,759,0.294
"7939",0,0,0,0
"7943",0,0,0,0
"7947",0,0,0,0
"7951",1,551,805,0.255
"7955",0,0,0,0
"7959",1,523,699,0.177
"7963",0,0,0,0
"7967",1,332,680,0.349
"7971",0,0,0,0
"7975",1,433,812,0.38
"7979",0,0,0,0
"7983",1,539,797,0.259
"7983",-1,895,970,0.076
"7987",1,463,640,0.178
"7991",1,440,689,0.25
"7995",1,709,919,0.211
"7999",1,595,782,0.188
"6004",0,0,0,0
"6008",1,476,766,0.291
"6012",-1,191,448,0.258
"6016",0,0,0,0
"6020",0,0,0,0
"6024",0,0,0,0
"6028",0,0,0,0
"6032",0,0,0,0
"6036",0,0,0,0
"6040",0,0,0,0
"6044",0,0,0,0
"6048",0,0,0,0
"6052",0,0,0,0
"6056",0,0,0,0
"6060",0,0,0,0
"6064",0,0,0,0
"6068",0,0,0,0
"6072",1,415,704,0.29
"6076",0,0,0,0
"6080",0,0,0,0
"6084",0,0,0,0
"6088",0,0,0,0
"6092",1,364,774,0.411
"6096",0,0,0,0
"6100",0,0,0,0
"6104",0,0,0,0
"6108",0,0,0,0
"6112",1,496,742,0.247
"6116",0,0,0,0
"6120",0,0,0,0
"6124",0,0,0,0
"6128",0,0,0,0
"6132",0,0,0,0
"6136",0,0,0,0
"6140",-1,36,284,0.249
"6144",0,0,0,0
"6148",1,468,736,0.269
"6152",0,0,0,0
"6156",0,0,0,0
"6160",1,353,764,0.412
"6164",1,434,767,0.334
"6168",0,0,0,0
"6172",1,461,959,0.499
"6176",0,0,0,0
"6180",0,0,0,0
"6184",1,467,803,0.337
"6188",1,475,770,0.296
"6192",1,402,802,0.401
"6196",0,0,0,0
"6200",0,0,0,0
"6204",0,0,0,0
"6208",0,0,0,0
"6212",0,0,0,0
"6216",1,366,675,0.31
"6220",1,426,667,0.242
"6224",0,0,0,0
"6228",0,0,0,0
"6232",1,525,719,0.195
"6236",0,0,0,0
"6240",1,370,955,0.586
"6244",0,0,0,0
"6248",0,0,0,0
"6252",0,0,0,0
"6256",1,506,865,0.36
"6260",1,295,800,0.506
"6264",0,0,0,0
"6268",-1,36,114,0.079
"6268",1,270,638,0.369
"6272",0,0,0,0
"6276",0,0,0,0
"6280",1,480,868,0.389
"6284",1,359,857,0.499
"6288",0,0,0,0
"6292",0,0,0,0
"6296",0,0,0,0
"6300",1,307,702,0.396
"6304",1,402,668,0.267
"6308",0,0,0,0
"6312",0,0,0,0
"6316",1,475,818,0.344
"6320",0,0,0,0
"6324",1,482,774,0.293
"6328",0,0,0,0
"6332",1,416,795,0.38
"6336",1,493,684,0.192
"6340",0,0,0,0
"6344",0,0,0,0
"6348",0,0,0,0
"6352",1,480,598,0.119
"6356",0,0,0,0
"6360",1,489,705,0.217
"6364",0,0,0,0
"6368",0,0,0,0
"6372",0,0,0,0
"6376",1,514,804,0.291
"6380",0,0,0,0
"6384",0,0,0,0
"6388",1,37,78,0.042
"6388",-1,186,435,0.25
"6388",1,543,692,0.15
"6392",0,0,0,0
"6396",0,0,0,0
"6400",0,0,0,0
"6404",1,350,687,0.338
"6408",0,0,0,0
"6412",1,484,753,0.27
"6416",1,524,740,0.217
"6420",1,444,801,0.358
"6424",1,476,736,0.261
"6428",0,0,0,0
"6432",0,0,0,0
"6436",0,0,0,0
"6440",0,0,0,0
"6444",0,0,0,0
"6448",0,0,0,0
"6452",0,0,0,0
"6456",0,0,0,0
"6460",0,0,0,0
"6464",1,365,826,0.462
"6468",-1,58,118,0.061
"6468",1,531,692,0.162
"6472",1,395,755,0.361
"6476",0,0,0,0
"6480",0,0,0,0
"6484",0,0,0,0
"6488",0,0,0,0
"6492",0,0,0,0
"6496",0,0,0,0
"6500",0,0,0,0
"6504",0,0,0,0
"6508",0,0,0,0
"6512",0,0,0,0
"6516",1,704,958,0.255
"6520",0,0,0,0
"6524",0,0,0,0
"6528",0,0,0,0
"6532",0,0,0,0
"6536",0,0,0,0
"6540",0,0,0,0
"6544",1,433,801,0.369
"6548",0,0,0,0
"6552",0,0,0,0
"6556",0,0,0,0
"6560",1,420,759,0.34
"6564",1,427,761,0.335
"6568",1,652,959,0.308
"6572",1,469,695,0.227
"6576",0,0,0,0
"6580",1,73,779,0.707
"6584",1,438,859,0.422
"6588",0,0,0,0
"6592",1,468,799,0.332
"6596",1,434,685,0.252
"6600",0,0,0,0
"6604",0,0,0,0
"6608",0,0,0,0
"6612",0,0,0,0
"6616",0,0,0,0
"6620",0,0,0,0
"6624",0,0,0,0
"6628",0,0,0,0
"6632",0,0,0,0
"6636",1,383,678,0.296
"6640",0,0,0,0
"6644",1,470,707,0.238
"6648",1,360,811,0.452
"6652",1,460,692,0.233
"6656",0,0,0,0
"6660",1,431,730,0.3
"6664",0,0,0,0
"6668",0,0,0,0
"6672",0,0,0,0
"6676",0,0,0,0
"6680",1,540,747,0.208
"6684",0,0,0,0
"6688",1,466,698,0.233
"6692",0,0,0,0
"6696",0,0,0,0
"6700",1,515,749,0.235
"6704",0,0,0,0
"6708",1,579,794,0.216
"6712",1,468,687,0.22
"6716",0,0,0,0
"6720",0,0,0,0
"6724",1,379,866,0.488
"6728",1,549,735,0.187
"6732",1,494,744,0.251
"6736",0,0,0,0
"6740",1,402,697,0.296
"6744",-1,35,129,0.095
"6748",0,0,0,0
"6752",0,0,0,0
"6756",0,0,0,0
"6760",1,447,635,0.189
"6764",0,0,0,0
"6768",0,0,0,0
"6772",0,0,0,0
"6776",0,0,0,0
"6780",0,0,0,0
"6784",0,0,0,0
"6788",0,0,0,0
"6792",0,0,0,0
"6796",0,0,0,0
"6800",1,418,808,0.391
"6804",0,0,0,0
"6808",0,0,0,0
"6812",1,315,675,0.361
"6816",1,427,730,0.304
"6820",0,0,0,0
"6824",0,0,0,0
"6828",1,449,724,0.276
"6832",1,400,815,0.416
"6836",1,534,867,0.334
"6840",0,0,0,0
"6844",0,0,0,0
"6848",1,473,761,0.289
"6852",0,0,0,0
"6856",0,0,0,0
"6860",0,0,0,0
"6864",0,0,0,0
"6868",1,479,728,0.25
"6872",0,0,0,0
"6876",0,0,0,0
"6880",1,449,744,0.296
"6884",0,0,0,0
"6888",0,0,0,0
"6892",0,0,0,0
"6896",0,0,0,0
"6900",1,417,758,0.342
"6904",0,0,0,0
"6908",0,0,0,0
"6912",0,0,0,0
"6916",1,544,767,0.224
"6920",1,392,748,0.357
"6924",0,0,0,0
"6928",0,0,0,0
"6932",0,0,0,0
"6936",0,0,0,0
"6940",1,446,780,0.335
"6944",0,0,0,0
"6948",1,441,623,0.183
"6952",0,0,0,0
"6956",0,0,0,0
"6960",1,287,812,0.526
"6964",0,0,0,0
"6968",0,0,0,0
"6972",0,0,0,0
"6976",0,0,0,0
"6980",1,524,691,0.168
"6984",0,0,0,0
"6988",0,0,0,0
"6992",0,0,0,0
"6996",1,507,688,0.182
"7000",1,451,704,0.254
"7004",0,0,0,0
"7008",1,374,757,0.384
"7012",0,0,0,0
"7016",0,0,0,0
"7020",1,468,739,0.272
"7024",0,0,0,0
"7028",1,359,756,0.398
"7032",0,0,0,0
"7036",1,415,701,0.287
"7040",0,0,0,0
"7044",0,0,0,0
"7048",0,0,0,0
"7052",0,0,0,0
"7056",0,0,0,0
"7060",0,0,0,0
"7064",1,433,759,0.327
"7068",1,380,630,0.251
"7072",1,546,913,0.368
"7076",0,0,0,0
"7080",1,467,762,0.296
"7084",0,0,0,0
"7088",0,0,0,0
"7092",0,0,0,0
"7096",0,0,0,0
"7100",1,392,795,0.404
"7104",0,0,0,0
"7108",1,466,624,0.159
"7112",1,476,821,0.346
"7116",0,0,0,0
"7120",0,0,0,0
"7124",1,418,744,0.327
"7128",0,0,0,0
"7132",0,0,0,0
"7136",0,0,0,0
"7140",0,0,0,0
"7144",1,482,807,0.326
"7148",0,0,0,0
"7152",1,349,662,0.314
"7156",0,0,0,0
"7160",0,0,0,0
"7164",0,0,0,0
"7168",0,0,0,0
"7172",0,0,0,0
"7176",0,0,0,0
"7180",0,0,0,0
"7184",0,0,0,0
"7188",0,0,0,0
"7192",0,0,0,0
"7196",0,0,0,0
"7200",0,0,0,0
"7204",0,0,0,0
"7208",1,516,683,0.168
"7208",-1,872,972,0.101
"7212",0,0,0,0
"7216",0,0,0,0
"7220",0,0,0,0
"7224",0,0,0,0
"7228",1,479,689,0.211
"7232",0,0,0,0
"7236",0,0,0,0
"7240",0,0,0,0
"7244",1,442,751,0.31
"7248",0,0,0,0
"7252",0,0,0,0
"7256",0,0,0,0
"7260",0,0,0,0
"7264",0,0,0,0
"7268",0,0,0,0
"7272",0,0,0,0
"7276",1,336,708,0.373
"7280",0,0,0,0
"7284",1,372,756,0.385
"7288",0,0,0,0
"7292",0,0,0,0
"7296",1,538,781,0.244
"7300",0,0,0,0
"7304",0,0,0,0
"7308",0,0,0,0
"7312",1,304,671,0.368
"7316",0,0,0,0
"7320",0,0,0,0
"7324",0,0,0,0
"7328",0,0,0,0
"7332",0,0,0,0
"7336",0,0,0,0
"7340",1,482,797,0.316
"7344",1,446,731,0.286
"7348",1,510,747,0.238
"7352",-1,37,340,0.304
"7356",1,538,961,0.424
"7360",0,0,0,0
"7364",1,417,644,0.228
"7368",0,0,0,0
"7372",1,423,858,0.436
"7376",0,0,0,0
"7380",0,0,0,0
"7384",0,0,0,0
"7388",0,0,0,0
"7392",1,438,734,0.297
"7396",0,0,0,0
"7400",0,0,0,0
"7404",0,0,0,0
"7408",1,535,958,0.424
"7412",0,0,0,0
"7416",0,0,0,0
"7420",1,447,679,0.233
"7424",0,0,0,0
"7428",0,0,0,0
"7432",0,0,0,0
"7436",0,0,0,0
"7440",0,0,0,0
"7444",0,0,0,0
"7448",0,0,0,0
"7452",1,406,773,0.368
"7456",0,0,0,0
"7460",0,0,0,0
"7464",0,0,0,0
"7468",1,464,777,0.314
"7472",1,518,768,0.251
"7476",1,542,858,0.317
"7480",0,0,0,0
"7484",1,429,959,0.531
"7488",0,0,0,0
"7492",0,0,0,0
"7496",1,323,711,0.389
"7500",0,0,0,0
"7504",0,0,0,0
"7508",0,0,0,0
"7512",0,0,0,0
"7516",0,0,0,0
"7520",0,0,0,0
"7524",0,0,0,0
"7528",0,0,0,0
"7532",0,0,0,0
"7536",0,0,0,0
"7540",0,0,0,0
"7544",-1,164,263,0.1
"7544",1,452,701,0.25
"7548",0,0,0,0
"7552",0,0,0,0
"7556",0,0,0,0
"7560",1,462,706,0.245
"7560",-1,866,957,0.092
"7564",1,493,967,0.475
"7568",-1,62,226,0.165
"7572",0,0,0,0
"7576",0,0,0,0
"7580",0,0,0,0
"7584",1,464,639,0.176
"7588",0,0,0,0
"7592",0,0,0,0
"7596",0,0,0,0
"7600",0,0,0,0
"7604",0,0,0,0
"7608",0,0,0,0
"7612",1,473,827,0.355
"7616",1,536,798,0.263
"7620",1,572,764,0.193
"7624",-1,78,163,0.086
"7624",1,239,761,0.523
"7628",1,564,795,0.232
"7632",1,472,832,0.361
"7636",0,0,0,0
"7640",0,0,0,0
"7644",0,0,0,0
"7648",1,440,708,0.269
"7652",0,0,0,0
"7656",0,0,0,0
"7660",1,468,870,0.403
"7664",1,417,737,0.321
"7668",1,449,870,0.422
"7672",1,507,811,0.305
"7676",1,419,633,0.215
"7680",0,0,0,0
"7684",0,0,0,0
"7688",0,0,0,0
"7692",1,435,855,0.421
"7696",1,494,704,0.211
"7700",1,509,798,0.29
"7704",0,0,0,0
"7708",0,0,0,0
"7712",1,475,696,0.222
"7716",0,0,0,0
"7720",1,585,706,0.122
"7724",0,0,0,0
"7728",1,496,799,0.304
"7732",1,430,700,0.271
"7736",1,392,714,0.323
"7740",0,0,0,0
"7744",0,0,0,0
"7748",0,0,0,0
"7752",0,0,0,0
"7756",0,0,0,0
"7760",0,0,0,0
"7764",1,634,849,0.216
"7768",0,0,0,0
"7772",1,162,717,0.556
"7776",0,0,0,0
"7780",0,0,0,0
"7784",0,0,0,0
"7788",1,433,738,0.306
"7792",1,383,733,0.351
"7792",-1,832,964,0.133
"7796",0,0,0,0
"7800",0,0,0,0
"7804",0,0,0,0
"7808",0,0,0,0
"7812",0,0,0,0
"7816",0,0,0,0
"7820",0,0,0,0
"7824",0,0,0,0
"7828",0,0,0,0
"7832",0,0,0,0
"7836",0,0,0,0
"7840",0,0,0,0
"7844",0,0,0,0
"7848",1,421,701,0.281
"7852",0,0,0,0
"7856",0,0,0,0
"7860",0,0,0,0
"7864",0,0,0,0
"7868",0,0,0,0
"7872",-1,34,241,0.208
"7876",0,0,0,0
"7880",1,538,725,0.188
"7884",1,389,641,0.253
"7888",0,0,0,0
"7892",0,0,0,0
"7896",0,0,0,0
"7900",1,490,958,0.469
"7904",1,471,814,0.344
"7908",0,0,0,0
"7912",1,522,707,0.186
"7916",0,0,0,0
"7920",0,0,0,0
"7924",1,411,730,0.32
"7928",-1,34,375,0.342
"7928",1,507,743,0.237
"7932",0,0,0,0
"7936",1,403,718,0.316
"7940",0,0,0,0
"7944",1,402,797,0.396
"7948",1,628,901,0.274
"7952",0,0,0,0
"7956",1,238,778,0.541
"7960",0,0,0,0
"7964",1,576,964,0.389
"7968",0,0,0,0
"7972",1,307,646,0.34
"7976",0,0,0,0
"7980",0,0,0,0
"7984",0,0,0,0
"7988",0,0,0,0
"7992",0,0,0,0
"7996",0,0,0,0
"8000",1,427,793,0.367
"8001",1,772,851,0.08
"8005",0,0,0,0
"8009",0,0,0,0
"8013",0,0,0,0
"8017",0,0,0,0
"8021",0,0,0,0
"8025",0,0,0,0
"8029",0,0,0,0
"8033",0,0,0,0
"8037",1,737,899,0.163
"8041",0,0,0,0
"8045",0,0,0,0
"8049",0,0,0,0
"8053",1,701,829,0.129
"8057",0,0,0,0
"8061",1,783,965,0.183
"8065",1,731,846,0.116
"8069",1,764,891,0.128
"8073",1,828,919,0.092
"8077",0,0,0,0
"8081",0,0,0,0
"8085",1,702,848,0.147
"8089",-1,161,296,0.136
"8089",1,725,838,0.114
"8093",0,0,0,0
"8097",0,0,0,0
"8101",1,780,845,0.066
"8101",-1,949,981,0.033
"8105",0,0,0,0
"8109",1,706,899,0.194
"8113",1,675,963,0.289
"8117",0,0,0,0
"8121",0,0,0,0
"8125",1,821,961,0.141
"8129",1,718,918,0.201
"8133",0,0,0,0
"8137",1,774,906,0.133
"8141",0,0,0,0
"8145",0,0,0,0
"8149",0,0,0,0
"8153",1,772,961,0.19
"8157",0,0,0,0
"8161",0,0,0,0
"8165",0,0,0,0
"8169",0,0,0,0
"8173",0,0,0,0
"8177",0,0,0,0
"8181",-1,107,472,0.366
"8181",1,676,903,0.228
"8185",1,648,873,0.226
"8189",0,0,0,0
"8193",1,900,974,0.075
"8197",0,0,0,0
"8201",1,735,873,0.139
"8205",1,729,909,0.181
"8209",0,0,0,0
"8213",1,750,854,0.105
"8217",0,0,0,0
"8221",0,0,0,0
"8225",0,0,0,0
"8229",1,946,963,0.018
"8233",0,0,0,0
"8237",0,0,0,0
"8241",1,752,910,0.159
"8245",0,0,0,0
"8249",1,751,924,0.174
"8253",0,0,0,0
"8257",1,723,862,0.14
"8261",1,711,876,0.166
"8265",0,0,0,0
"8269",0,0,0,0
"8273",0,0,0,0
"8277",1,741,875,0.135
"8281",0,0,0,0
"8285",1,747,869,0.123
"8289",1,693,864,0.172
"8293",0,0,0,0
"8297",0,0,0,0
"8301",1,666,916,0.251
"8305",1,850,961,0.112
"8309",0,0,0,0
"8313",0,0,0,0
"8317",1,926,969,0.044
"8321",0,0,0,0
"8325",1,754,878,0.125
"8329",0,0,0,0
"8333",0,0,0,0
"8337",1,779,894,0.116
"8341",1,614,903,0.29
"8345",0,0,0,0
"8349",1,711,857,0.147
"8353",0,0,0,0
"8357",1,778,887,0.11
"8361",1,946,972,0.027
"8365",1,895,968,0.074
"8369",1,713,805,0.093
"8373",0,0,0,0
"8377",0,0,0,0
"8381",1,744,967,0.224
"8385",1,734,909,0.176
"8389",0,0,0,0
"8393",0,0,0,0
"8397",1,733,870,0.138
"8401",0,0,0,0
"8405",1,730,868,0.139
"8409",0,0,0,0
"8413",1,799,969,0.171
"8417",0,0,0,0
"8421",1,716,838,0.123
"8425",0,0,0,0
"8429",0,0,0,0
"8433",1,814,953,0.14
"8437",0,0,0,0
"8441",1,767,872,0.106
"8445",0,0,0,0
"8449",0,0,0,0
"8453",0,0,0,0
"8457",0,0,0,0
"8461",1,768,894,0.127
"8465",1,912,969,0.058
"8469",-1,137,309,0.173
"8469",1,781,893,0.113
"8473",0,0,0,0
"8477",-1,85,283,0.199
"8481",1,768,932,0.165
"8485",1,627,943,0.317
"8489",1,760,928,0.169
"8493",1,735,936,0.202
"8497",0,0,0,0
"8501",0,0,0,0
"8505",0,0,0,0
"8509",0,0,0,0
"8513",1,717,905,0.189
"8517",1,761,871,0.111
"8521",0,0,0,0
"8525",0,0,0,0
"8529",0,0,0,0
"8533",1,31,112,0.082
"8533",-1,140,475,0.336
"8533",1,714,840,0.127
"8537",1,880,964,0.085
"8541",0,0,0,0
"8545",1,676,839,0.164
"8549",0,0,0,0
"8553",1,706,876,0.171
"8557",1,727,949,0.223
"8561",0,0,0,0
"8565",0,0,0,0
"8569",1,747,966,0.22
"8573",-1,132,293,0.162
"8577",-1,81,358,0.278
"8581",1,691,830,0.14
"8585",1,793,878,0.086
"8589",1,687,861,0.175
"8593",0,0,0,0
"8597",1,766,873,0.108
"8601",0,0,0,0
"8605",1,735,868,0.134
"8609",1,738,883,0.146
"8613",0,0,0,0
"8617",0,0,0,0
"8621",0,0,0,0
"8625",0,0,0,0
"8629",0,0,0,0
"8633",1,682,875,0.194
"8637",0,0,0,0
"8641",0,0,0,0
"8645",0,0,0,0
"8649",0,0,0,0
"8653",0,0,0,0
"8657",0,0,0,0
"8661",0,0,0,0
"8665",0,0,0,0
"8669",0,0,0,0
"8673",1,71,173,0.103
"8673",-1,242,348,0.107
"8673",1,727,880,0.154
"8677",0,0,0,0
"8681",1,742,969,0.228
"8685",1,753,924,0.172
"8689",0,0,0,0
"8693",1,726,820,0.095
"8693",-1,919,974,0.056
"8697",1,831,958,0.128
"8701",0,0,0,0
"8705",1,726,883,0.158
"8709",0,0,0,0
"8713",0,0,0,0
"8717",0,0,0,0
"8721",0,0,0,0
"8725",1,739,924,0.186
"8729",0,0,0,0
"8733",0,0,0,0
"8737",0,0,0,0
"8741",0,0,0,0
"8745",0,0,0,0
"8749",0,0,0,0
"8753",0,0,0,0
"8757",-1,61,160,0.1
"8761",0,0,0,0
"8765",0,0,0,0
"8769",0,0,0,0
"8773",0,0,0,0
"8777",1,711,913,0.203
"8781",0,0,0,0
"8785",0,0,0,0
"8789",0,0,0,0
"8793",0,0,0,0
"8797",0,0,0,0
"8801",1,910,963,0.054
"8805",0,0,0,0
"8809",0,0,0,0
"8813",1,725,895,0.171
"8817",0,0,0,0
"8821",0,0,0,0
"8825",1,697,856,0.16
"8829",0,0,0,0
"8833",1,784,922,0.139
"8837",1,793,970,0.178
"8841",0,0,0,0
"8845",1,724,865,0.142
"8849",0,0,0,0
"8853",0,0,0,0
"8857",0,0,0,0
"8861",1,740,959,0.22
"8865",0,0,0,0
"8869",1,721,925,0.205
"8873",0,0,0,0
"8877",1,865,960,0.096
"8881",0,0,0,0
"8885",0,0,0,0
"8889",0,0,0,0
"8893",0,0,0,0
"8897",0,0,0,0
"8901",-1,127,384,0.258
"8901",1,722,902,0.181
"8905",0,0,0,0
"8909",1,759,845,0.087
"8913",0,0,0,0
"8917",1,717,832,0.116
"8917",-1,927,976,0.05
"8921",0,0,0,0
"8925",0,0,0,0
"8929",0,0,0,0
"8933",0,0,0,0
"8937",0,0,0,0
"8941",0,0,0,0
"8945",0,0,0,0
"8949",0,0,0,0
"8953",1,686,854,0.169
"8957",1,740,965,0.226
"8961",-1,148,340,0.193
"8961",1,715,818,0.104
"8965",1,879,963,0.085
"8969",0,0,0,0
"8973",0,0,0,0
"8977",0,0,0,0
"8981",0,0,0,0
"8985",0,0,0,0
"8989",0,0,0,0
"8993",1,767,914,0.148
"8997",1,711,927,0.217
"9001",0,0,0,0
"9005",0,0,0,0
"9009",-1,115,359,0.245
"9013",1,722,911,0.19
"9017",0,0,0,0
"9021",0,0,0,0
"9025",1,691,811,0.121
"9029",0,0,0,0
"9033",1,769,920,0.152
"9037",0,0,0,0
"9041",0,0,0,0
"9045",0,0,0,0
"9049",0,0,0,0
"9053",1,767,873,0.107
"9057",1,751,963,0.213
"9061",0,0,0,0
"9065",0,0,0,0
"9069",1,706,969,0.264
"9073",1,667,813,0.147
"9077",1,695,882,0.188
"9081",0,0,0,0
"9085",1,711,874,0.164
"9089",0,0,0,0
"9093",0,0,0,0
"9097",0,0,0,0
"9101",0,0,0,0
"9105",1,759,880,0.122
"9109",0,0,0,0
"9113",1,723,848,0.126
"9117",0,0,0,0
"9121",1,768,888,0.121
"9125",1,701,870,0.17
"9129",1,695,852,0.158
"9133",0,0,0,0
"9137",1,708,880,0.173
"9141",0,0,0,0
"9145",0,0,0,0
"9149",1,727,817,0.091
"9153",0,0,0,0
"9157",0,0,0,0
"9161",0,0,0,0
"9165",0,0,0,0
"9169",1,908,962,0.055
"9173",1,691,884,0.194
"9177",0,0,0,0
"9181",0,0,0,0
"9185",0,0,0,0
"9189",0,0,0,0
"9193",0,0,0,0
"9197",1,869,964,0.096
"9201",0,0,0,0
"9205",1,763,861,0.099
"9209",1,768,964,0.197
"9213",0,0,0,0
"9217",1,722,866,0.145
"9221",0,0,0,0
"9225",0,0,0,0
"9229",0,0,0,0
"9233",1,928,968,0.041
"9237",-1,64,116,0.053
"9237",1,722,905,0.184
"9241",0,0,0,0
"9245",0,0,0,0
"9249",0,0,0,0
"9253",1,728,813,0.086
"9253",-1,898,971,0.074
"9257",1,699,797,0.099
"9261",1,727,871,0.145
"9265",0,0,0,0
"9269",1,752,863,0.112
"9273",1,745,856,0.112
"9277",1,742,923,0.182
"9281",0,0,0,0
"9285",0,0,0,0
"9289",1,728,957,0.23
"9293",1,712,877,0.166
"9297",0,0,0,0
"9301",0,0,0,0
"9305",0,0,0,0
"9309",0,0,0,0
"9313",0,0,0,0
"9317",0,0,0,0
"9321",0,0,0,0
